Game_ID;Name;Genre;Publisher;Platform;Release_date;Cover_url;Description
236;Myst;Point-and-click;Brøderbund Software;PC;1993-09-24;https://images.igdb.com/igdb/image/upload/t_cover_big/co1y96.jpg;A mystical journey through worlds that changed the concept of an adventure game.Lose yourself in fantastic virtual exploration, blurring the line between fantasy and reality, challenging your wits, instincts, and powers of observation like never before. The fantasy beckons... can you resist its call?
237;SimCity 3000;Simulator;Maxis;PC;1999-01-31;https://images.igdb.com/igdb/image/upload/t_cover_big/co1o4e.jpg;SimCity 3000, released in 1999 as the third major installment in the SimCity series, continues its successful course as a city building simulation game. In SimCity 3000 new tools have been introduced to create and control the city build-ups. Recreate the world's greatest cities using predefined landscapes such as San Francisco or Berlin and landmark buildings like the Empire State Building or Big Ben. Negotiate and barter with neighbouring cities to strengthen your metropolis and seal contracts to import water or get rid of huge amounts of waste.
238;Riven: The Sequel to Myst;Point-and-click;Brøderbund Software;PC;1997-10-31;https://images.igdb.com/igdb/image/upload/t_cover_big/co2jlf.jpg;"Prepare to enter a world ""torn asunder"" by timeless, unresolved conflicts--a world of incomparable beauty, intrigue, and betrayal. Prepare to go to Riven. Journey through vast, awe-inspiring landscapes, where clouds sit nestled in a deep blue sky and the rolling sea waters shimmer from bright morning sunlight. But be forewarned: nothing is quite as it seems."
239;StarCraft II: Wings of Liberty;Real Time Strategy (RTS);Blizzard Entertainment;PC;2010-07-27;https://images.igdb.com/igdb/image/upload/t_cover_big/co1tnn.jpg;In the distant future, in the darkest reaches of space, the ghosts of the past whisper your name. You are Jim Raynor, a marshal-turned-rebel on a vigilante crusade to bring down the Dominion and its nefarious leader, Arcturus Mengsk. Haunted by betrayal and remorse, some believe you may have given up the fight. But you have promises to keep… and a need for vengeance that’s long overdue.
240;Battlefield 1942;Shooter;Aspyr Media;PC;2002-09-10;https://images.igdb.com/igdb/image/upload/t_cover_big/co1xb2.jpg;Building upon and vastly refining the ideas from Codename Eagle, Battlefield 1942 let players engage in infantry combat and get behind the wheel of a variety of vehicles from submarines to battleships and bombers. The game introduced the signature Battlefield rock-paper-scissors gameplay, as well as the exciting “Battlefield Moments” people refer to when talking about their unique and unscripted experiences within the multiplayer game.
241;Counter-Strike;Shooter;Vivendi Universal;PC;2000-11-9;https://images.igdb.com/igdb/image/upload/t_cover_big/co3dav.jpg;Play the world's number 1 online action game. Engage in an incredibly realistic brand of terrorist warfare in this wildly popular team-based game. Ally with teammates to complete strategic missions. Take out enemy sites. Rescue hostages. Your role affects your team's success. Your team's success affects your role.
242;Cossacks: European Wars;Real Time Strategy (RTS);Strategy First;PC;2001-03-30;https://images.igdb.com/igdb/image/upload/t_cover_big/co1v0h.jpg;Cossacks: European Wars is a real-time strategy computer game for Windows made by the Ukrainian developer GSC Game World. It was released on April 24, 2001. The game has an isometric view and is set in the 17th and 18th centuries of Europe. It features sixteen playable nations each with its own architectural styles, technologies and units. Players must avoid famine and engage in army expansion, building construction and simple resource gathering. Mission scenarios range from conflicts such as Thirty Years' War to the War of the Austrian Succession, and the game is renowned for the seemingly unlimited number of units players may control. This ability set it apart from other games of the time such as Age of Empires and Empire Earth. Cossacks is a game which allows the user to gain strategy skills and even pick up some relative history of that period by the inclusion of a comprehensive encyclopedia. This top selling title has won two awards and was positively favoured by a majority of reviewers.
243;Who Wants to Be a Millionaire;Quiz/Trivia;Jellyvision;Wii;1999-11-23;https://images.igdb.com/igdb/image/upload/t_cover_big/co5j7t.jpg;"The game is based on the hit TV quiz show Who Wants to be a Millionaire? PC and Console games players can now experience for themselves the excitement and tension of the TV show as they try and win one million virtual pounds. The UK version of the game features audio clips of the TV show's host Chris Tarrant, who will be asking the questions, giving the answers, and of course, uttering the famous line, ""Is that your final answer?""; other localized versions have different hosts/voices, in addition to using questions suitable for each country."
244;The Bureau: XCOM Declassified;Shooter;2K Marin;PC;2013-08-6;https://images.igdb.com/igdb/image/upload/t_cover_big/co28g8.jpg;The year is 1962 and the Cold War has the nation gripped by fear. A top-secret government unit called The Bureau begins investigating a series of mysterious attacks by an enemy more powerful than communism. As agent Carter, call the shots, pull the trigger and lead your squad in a gripping third-person tactical shooter set within a covert war to protect humanity from an otherworldly enemy.
245;Command & Conquer: Red Alert 2;Real Time Strategy (RTS);Westwood Pacific;PC;2000-10-25;https://images.igdb.com/igdb/image/upload/t_cover_big/co2345.jpg;The Soviets are back and this time they’re on American soil. Fight for the red, white, and blue – or just the red. But be careful – the mystical madman Yuri, with his mysterious mind-control technology, is readying his army for a shot at world domination.Fight on the side of freedom or battle behind the Iron Curtain. Prism tanks, Tesla Troopers, Terror Drones, Desolators, Psychic Mind Control Giant Squid, and Sonic Dolphins are just a small part of your arsenal. Play either side in the full solo-play campaign or as one of the nine nations in eight modes of multiplayer.
246;Diablo II: Lord of Destruction;Role-playing (RPG);Blizzard Entertainment;PC;2001-06-27;https://images.igdb.com/igdb/image/upload/t_cover_big/co3gfn.jpg;Diablo II: Lord of Destruction is an expansion to Diablo II. It adds Act V which concludes the overarching story, offers a new area with more powerful enemies and six quests to achieve.
247;Half-Life 2: Episode Two;Shooter;Valve;PC;2007-10-9;https://images.igdb.com/igdb/image/upload/t_cover_big/co2mw2.jpg;The second episodic sequel to one of the most influential first-person shooters of its time, Half-Life 2.
248;Populous;Real Time Strategy (RTS);Electronic Arts;PC;1989-06-5;https://images.igdb.com/igdb/image/upload/t_cover_big/co2jjf.jpg;Miracles are child's play. Earthquakes are serious fun. The all-powerful can perform miracles in their sleep. But omnipotence isn't what it used to be. These days, it takes awesome natural disasters to dominate a world. You give them good land. You tell them when to farm and when to fight. You make them content beyond their wildest dreams. But then they become raging arsonists. What's a deity to do? Disasters are your divine prerogative - volcanoes, quakes, swamps. For stubborn non-believers, nothing beats a flood for spring cleaning. Cruel ice, lush grassland, parched desert... With 500 worlds, a deity's work is never done.Populous is the original god-game, a strategy title that lets you shape the isometric isometric world and the fates of its inhabitants. Be sure to check out one of Bullfrog's earliest classics, from the mind of Peter Molyneux!
249;Superhero League of Hoboken;Puzzle;Legend Entertainment;PC;1994-01-1;https://images.igdb.com/igdb/image/upload/t_cover_big/co2j5m.jpg;Superhero League of Hoboken is a hybrid of adventure and role-playing, set in a post-apocalyptic wasteland in the Northeastern United States. Toxic pollution and war have reduced the United States to a state of anarchy, except for the occasional city-state. Almost the entire area is covered by water, and dangerous mutants roam the wasteland. The player takes on the role of the Crimson Tape, the new leader of the Superhero League of Hoboken, imbued with the amazing power to Create Organizational Charts.  The United States is a nightmare land of toxic waste, melted ice caps, and desperate shortages of oat bran. Horrible mutations roam the countryside... monsters spawned of radiation, environmental toxins, and unregulated bio-engineering. But in a tiny corner of New Jersey, a small group of Superheroes has banded together.
250;The Chronicles of Riddick: Escape from Butcher Bay;Shooter;Starbreeze Studios;PC;2004-06-1;https://images.igdb.com/igdb/image/upload/t_cover_big/co1mp7.jpg;Escape from Butcher Bay is set in the futuristic science fiction universe of the Chronicles of Riddick franchise, and is a prequel to the film Pitch Black. The game takes place inside Butcher Bay, a maximum-security prison from which no prisoner has escaped. The facility - constructed on a barren planet - contains three increasingly secure holding areas, and a subterranean mining operation.
251;Where in the World Is Carmen Sandiego?;Puzzle;Parker Brothers;DOS;1985-04-23;https://images.igdb.com/igdb/image/upload/t_cover_big/co50bl.jpg;Woldwide crime wave!Acme Detective Agency hot on the trail of master thief Carmen Sandiego and her henchmen.Wanted: Detective to locate and capture Carmen and her gang. Must be hard working, independent, fun seeking individual willing to travel the world. No experience necessary.- Digitised graphics- Hundreds of cases- More animated sequinces- Play in 5 languagesDon't forget your World Almanac. It is a gumshoe's best friend.
252;Deer Hunter's Extended Season;Shooter;Sunstorm Interactive;PC;1998-12-31;https://images.igdb.com/igdb/image/upload/t_cover_big/vqf2wnwpoktu231nfc2p.jpg;Another Deer Hunter expansion, adding three new stages and a new gun, as well as including the previous expansion (Deer Hunter Companion).
253;Stonekeep;Role-playing (RPG);Interplay Entertainment;PC;1995-11-8;https://images.igdb.com/igdb/image/upload/t_cover_big/w0abqro24qvfujzxdd6b.jpg;Immerse yourself in an epic experience more powerful than anythingyou've imagined. Using innovative new technology, Stonekeep draws youinto it's dark reaches so completely you'll forget it's just a game.Your feet will walk the ancient corridors. Your hands will wieldweapons of metal and magic. You'll battle disembodied foes, rescue yourallies from evil, liberate a massive dragon from bondage and discoveran experience more realistic than anything you've ever imagined.Step into the mystery of Stonekeep and begin a quest through darkcorridors, treacherous sewers and subterranean realms of faeries, magicand the living dead. You'll discover a world where darkness reigns andwhere you become part of a detailed story line that unfolds to yourcommands. Defeat evil, reclaim your immortal soul and experience theadventure that is Stonekeep.
254;RollerCoaster Tycoon;Simulator;Chris Sawyer Productions;PC;1999-03-31;https://images.igdb.com/igdb/image/upload/t_cover_big/co2r6q.jpg;The premise of the game is to complete a series of preset scenarios by successfully building and maintaining amusement parks through business ownership as a theme park entrepreneur. The key to any park is building a large amount and diverse range of rides for the visitors. Players can choose from dozens of roller coaster types and can also build log flumes, carousels, bumper cars, haunted houses, go karts, ferris wheels, and swinging ships, among other rides. The intensity and type of rides must be balanced, as visitors' preferences vary significantly from person to person. For example, some guests prefer exciting rides and have high nausea tolerance levels, while other guests are just the opposite.
255;Arcanum: of Steamworks and Magick Obscura;Role-playing (RPG);Troika Games;PC;2001-08-21;https://images.igdb.com/igdb/image/upload/t_cover_big/co26ed.jpg;Imagine a place of wonder,where magic and technology hold equal sway, and an adventurer might just as easily wield a flintlock pistol as a flaming sword. A place where great industrial cities house castle keeps and factories, home to Dwarves, Humans, Orcs and Elves alike. A place of ancient runes and steamworks, of magic and machines, of sorcery and science.Arcanum is the first game to come from the development house Troika Games, LLC, started by former Fallout team members Tim Cain, Leonard Boyarsky, and Jason Anderson. This team takes the depth of gameplay and world-building in role-playing games to entirely new levels of realism and excitement.Arcanum creates a compelling new world where magic and technology coexist in an uneasy balance. As Arcanum opens, the mechanical age has only recently arrived in this ancient land where Humans, Elves, Dwarves, Orcs and other races have learned to survive in the new sprawling industrialized cities. But this radical shift from magic to technology has created a potentially explosive situation. As the townspeople and other thinkers begin mass production of light bulbs, batteries, eyeglasses and guns, the Mages grow leery. This tightly wound setting is the starting point from which the character must set out on his quest.
256;Deer Hunter 3 Gold;Shooter;Sunstorm Interactive;PC;2000-02-29;https://images.igdb.com/igdb/image/upload/t_cover_big/pns3idtvi1zrteqym2do.jpg;The legendary hunting tradition continues with Deer Hunter 3 Gold Edition! All the exciting action of Deer Hunter 3 is back with a series of enhanced features. Take along your new 7mm rifle and assortment of scopes as you embark on hunting expeditions through maps of Utah and Missouri. Then head out to one of the 3 new locations in Wisconsin, or use the map editor to recreate your own favorite hunting spots.Next take your hunting buddies through multi-player gameplay and engage in cooperative hunts. Then experiance the feeling of being hunted as you play the deer while your on-line competitors hunt you down!Wht all these features and more, Deer Hunter 3 Gold Edition is 3D hunting As Real As It Gets!
257;Warhammer 40,000: Dawn of War;Real Time Strategy (RTS);Relic Entertainment;PC;2004-09-20;https://images.igdb.com/igdb/image/upload/t_cover_big/co1wep.jpg;Warhammer 40,000: Dawn of War is a revolutionary science fiction real-time strategy (RTS) game set in the violent, post-apocalyptic universe of the 41st Millennium. Utilizing the exceptional game design skills of Relic Entertainment, Dawn of War provides an immersive entertainment experience of epic proportions. Command hardened troops, deadly vehicles and high-tech weaponry with one goal in mind, the complete extermination of the opposition.Whether you lead Humanity's finest - the Space Marines, - the masters of mechanized warfare and billions-strong human army of the Imperial Guard, the diabolic and villainous traitors of man - the Chaos Space Marines, the brutal and savage beasts - the Orks, or the psychic and technologically advanced alien warriors - the Eldar, you control the action and the fate of your race!
258;Deer Hunter 4: World-Class Record Bucks;Shooter;Sunstorm Interactive;PC;2001-01-15;https://images.igdb.com/igdb/image/upload/t_cover_big/eojokuktlkawq6nr1v9i.jpg;The game that started it all is back for more, with even MORE deer to hunt! Get all the hunting accessories needed to outfit your virtual hunter, plus plenty of hunting guns and rifles. You can track, ambush or hunt through seven large wild landscapes, and even go online for a little friendly hunting competition. When you're really really bored, you can now play as the deer and evade the hunters! Featuring 3D acceleration support, the game also offers plenty of different modes (limit your armament choices, for example, to bows or muzzle loaders), as well as simulating different times of day, different seasons, and different weather conditions. Can you break the world record?
259;Deer Hunter 5: Tracking Trophies;Shooter;Sunstorm Interactive;PC;2001-08-29;https://images.igdb.com/igdb/image/upload/t_cover_big/eye80lpmtwdjqjzww7jz.jpg;
260;The Sims 3;Role-playing (RPG);TransGaming Technologies;PC;2009-06-2;https://images.igdb.com/igdb/image/upload/t_cover_big/co5vwl.jpg;"In The Sims 3, you can create Sims with unique personalities, fulfill their desires, and control their lives within a customizable living neighborhood. Unlock all-new Karma Powers and unleash them on your Sims: help your Sim get lucky with the power of ""love connector"", bless them with the power of ""age defiler"" or ""instant beauty"" or curse them with an ""instant enemy"". Use these powers wisely, because they may have unexpected results! As you guide your Sims through life, you can complete challenges to unlock additional items, new buildings and landmarks."
261;Deer Hunter 2003: Legendary Hunting;Shooter;Sunstorm Interactive;PC;2002-10-16;https://images.igdb.com/igdb/image/upload/t_cover_big/gzwehl7lyeabjbglisl4.jpg;In Deer Hunter 2003, players hunt on huge maps covering more than five square miles in swamps, farmland, northern forests and mountains in world-class hunting locations such as Alabama, Iowa, Quebec, Wyoming and British Columbia. Players will have a large variety of sporting arms to choose from that include guns, bows, and handguns. Providing the ultimate hunting experience, Deer Hunter 2003 allows players to use such equipment as grunt calls, scents, binoculars, and tree stands.
262;Deer Hunter 2004;Shooter;Southlogic Studios;PC;2003-10-13;https://images.igdb.com/igdb/image/upload/t_cover_big/zrg7rey0qlkrddhxz5z1.jpg;
263;Deer Hunter: Interactive Hunting Experience;Shooter;Sunstorm Interactive;PC;1997-11-13;https://images.igdb.com/igdb/image/upload/t_cover_big/nek9epg6jruhoxokqmrh.jpg;
264;Deer Hunter 2005;Shooter;Atari;PC;2004-09-28;https://images.igdb.com/igdb/image/upload/t_cover_big/qqkjcwtnpotdwm9oack1.jpg;Deer Hunter is a series of hunting simulation video games. Originally available for Windows platform published by WizardWorks Software, it was also published on Mac, and later on Game Boy Color, PlayStation 2, and mobile phones. The first game in the series was developed for only USD$125,000, yet sold over a million copies and topped the PC game charts.[1] It was an early success in the casual game market.[2]  The original game was released in November, 1997. In 2003 Southlogic Studios was commissioned by WizardWorks Software to develop Trophy Hunter 2003 and because of Trophy Hunter's success, they took over the development of the Deer Hunter franchise, with Deer Hunter 2004 and Deer Hunter 2005, distributed by Atari. Glu Mobile acquired the entire franchise in April 2012.[3] The original Deer Hunter and its sequel Deer Hunter II have also been released for Macintosh computers.  Gameplay usually takes place in a thick forest or meadow during different seasons of the year. Animals and objects other than deer can be seen while playing, including Bigfoot and UFOs in some incarnations, but these serve no purpose other than scenery. Some animals may be shot and killed, but the player receives no trophy and will be penalized if the animal was a protected species. In the latest versions, players can also manage a deer herd with deer growth and genetics deciding the traits of offspring
265;Deer Hunter II: The Hunt Continues;Shooter;Sunstorm Interactive;PC;1998-10-31;https://images.igdb.com/igdb/image/upload/t_cover_big/jdhfzolc2uvo3zjdtvgb.jpg;
266;Deer Hunter Tournament;Shooter;Southlogic Studios;PC;2008-10-14;https://images.igdb.com/igdb/image/upload/t_cover_big/g3momye42muxyx0ytqxk.jpg;The popular hunting game returns for the 08 season featuring updated online tournaments.
267;Deer Hunter 3: The Legend Continues;Shooter;Sunstorm Interactive;PC;1999-10-1;https://images.igdb.com/igdb/image/upload/t_cover_big/uz3skg6kutsv727mqnmz.jpg;Deer Hunter 3 was part of a series of annually released hunting simulators.
268;Deer Hunter 3D;Shooter;Glu Mobile;iOS;2009-05-15;https://images.igdb.com/igdb/image/upload/t_cover_big/b2vl7upt1qsmdvjqni3w.jpg;The Deer Hunter series goes mobile courtesy of Glu Mobile.
269;Deer Hunter Challenge;Shooter;Glu Mobile;iOS;2010-12-1;https://images.igdb.com/igdb/image/upload/t_cover_big/k5b5valjysowjj11zbh9.jpg;Another mobile Deer Hunter.
271;Vietcong;Shooter;Pterodon;PC;2003-03-26;https://images.igdb.com/igdb/image/upload/t_cover_big/co1zs4.jpg;"Vietcong is an tactical FPS known for its realism focused gameplay and at the time, original Vietnam war setting. The game featured many early examples of later genre conventions such as iron sights and a cover system.In addition to the main story-driven campaign, the game also features a number of quick skirmish style missions for single player, as well as a fairly robust set of both cooperative and competitive multiplayer modes, including a downloadable set of coop missions entitled ""Red Dawn"" played from the perspective of Vietcong soldiers."
272;Unreal Tournament;Shooter;Epic Games;PC;1999-11-22;https://images.igdb.com/igdb/image/upload/t_cover_big/co2k3b.jpg;The first game in the Unreal series which has come to revolutionize game physics in the present. Unreal is a first person shooter with futuristic weapons, ammo, and arenas.
273;Unreal;Shooter;Digital Extremes;PC;1998-05-22;https://images.igdb.com/igdb/image/upload/t_cover_big/co6iif.jpg;Your prison ship has crash-landed on the fastest, sleekest, most dangerous 3D world ever created. Look around, crystal clear water shimmers, shadows dance and shift, alien architecture fades into the horizon. Discover the secret of this mysterious planet and find out what caused a peaceful race to be enslaved by vicious merciless aggressors.
274;Tropico;Simulator;Gathering of Developers;PC;2001-04-21;https://images.igdb.com/igdb/image/upload/t_cover_big/co2hl1.jpg;As the newly instated dictator of an obscure Caribbean Island, you will build a path of progress for your sapling nation, overcoming poverty, strife and other evils.Combining building-oriented gameplay with a healthy dose of Latin American political intrigue - Tropico bundles it all up in a fun, totally original and utterly addictive package.
275;Commandos: Strike Force;Shooter;Pyro Studios;PC;2006-03-17;https://images.igdb.com/igdb/image/upload/t_cover_big/co20xr.jpg;Commandos: Strike Force is a first-person shooter video game and the fifth installment of the critically acclaimed Commandos series. It is developed by Pyro Studios and published by Eidos Interactive.Released during the first months of 2006, the game makes a departure from the first four games. Although the missions are set up in a similar fashion (several different objectives, some to be achieved through stealth, others through use of force) and in most occasions the player is allowed to change between different characters, this is the first game in the series to apply a first-person perspective, like many other World War II-inspired games, in contrast to the overhead view of the earlier games. Hence, the game is far more similar to the Medal of Honor or Call of Duty games than to earlier entries of the series.
276;Supreme Commander;Real Time Strategy (RTS);Gas Powered Games;PC;2007-02-16;https://images.igdb.com/igdb/image/upload/t_cover_big/co2jpd.jpg;For a millennium, three opposing forces of humanity--the Cybran Nation, the Aeon Illuminate and the United Earth Federation--have fought a bitter and bloody war over conflicting and unwavering systems of belief. There is no room for compromise. No room for mercy. No room for anything but the complete eradication of anyone with opposing belief systems. Labeled the Infinite War, this horrific conflict has shattered a once peaceful galaxy and only served to deepen the hatred and schisms between the three factions. Now, after centuries of struggle, the battle for supremacy has at long last reached a turning point. You are a Supreme Commander, and only you have the power to bring the Infinite War to an end once and for all. Set in the 37th century, Supreme Commander signals the next evolution in the RTS genre by being the first strategy game to deliver a truly strategic and tactical experience
277;Battlefield 2;Shooter;Electronic Arts;PC;2005-06-21;https://images.igdb.com/igdb/image/upload/t_cover_big/co2nal.jpg;In Battlefield 2, players will choose to fight for one of three military superpowers: the United States, the Chinese, or the newly formed Middle East Coalition. Armed with the latest modern weaponry, players can take control of any of the game’s 30+ vehicles to engage in major conflicts with over 64 players in some of the largest online battles on the PC. Additionally, persistent character growth allows players to rise through the ranks and attain the ultimate rank of General.
278;Runaway: A Road Adventure;Point-and-click;Dinamic Multimedia;PC;2001-07-6;https://images.igdb.com/igdb/image/upload/t_cover_big/co2234.jpg;Runaway: A Road Adventure is a point and click adventure game developed by Péndulo Studios, S.L. in 2001. The game follows the long tradition of two-dimensional adventure games like the first two installments of the Broken Sword series. It enjoyed immense popularity in countries like Germany and France, where the adventure genre is still popular.
279;Return to Zork;Point-and-click;Activision;PC;1993-08-20;https://images.igdb.com/igdb/image/upload/t_cover_big/co21y5.jpg;Return to Zork: A mesmerizing interactive adventure of danger, intrigue and cunning.
280;Doom 3;Shooter;id Software;PC;2004-08-3;https://images.igdb.com/igdb/image/upload/t_cover_big/co1v3n.jpg;A massive demonic invasion has overwhelmed the Union Aerospace Corporation's (UAC) Mars Research Facility, leaving only chaos and horror in its wake. As one of only a few survivors, you must fight your way to hell and back against a horde of evil monsters. The path is dark and dangerous, but you'll have an array of weapons--including a pistol, a chainsaw, grenades, and more--to use for protection.
281;Return to Castle Wolfenstein;Shooter;Gray Matter Interactive;PC;2001-11-19;https://images.igdb.com/igdb/image/upload/t_cover_big/co1xzr.jpg;Return to Castle Wolfenstein is a first-person shooter and a reboot of Wolfenstein 3D. The player's arsenal includes among others a Luger, MP 40 submachine gun, Mauser rifle with sniper scope, flamethrower, dynamite and grenades. The game also features a multiplayer component in which players are split into Axis and Allies sides with each a set of objectives to complete.
282;EverQuest;Role-playing (RPG);989 Studios;PC;1999-03-16;https://images.igdb.com/igdb/image/upload/t_cover_big/co6k7i.jpg;EverQuest is a 3D fantasy-themed massively multiplayer online role-playing game (MMORPG) released on March 16, 1999.Players move their character throughout the medieval fantasy world of Norrath, often fighting monsters and enemies for treasure and experience points, and optionally mastering trade skills. As they progress, players advance in level, gaining power, prestige, spells, and abilities through valorous deeds such as entering overrun castles and keeps, defeating worthy opponents found within, and looting their remains. Experience and prestigious equipment can also be obtained by completing quests given out by non-player characters found throughout the land.EverQuest allows players to interact with other people through role-play, joining player guilds, and dueling other players (in restricted situations – EverQuest only allows player versus player (PVP) combat on the PvP-specific server, specified arena zones and through agreed upon dueling).
283;Theme Park;Real Time Strategy (RTS);Krisalis Software;PC;1994-12-31;https://images.igdb.com/igdb/image/upload/t_cover_big/co6yhg.jpg;You have inherited a fortune from an eccentric aunt and her will states the money can be spend building the world largest and most profitable theme park.Create a wonderful theme part full of thrilling rides and greasy - but delicious - food and start to make the loads of money. You are a lucky one who can create the best theme park ever made plus make a fortune.Your park will be compared to 40 rivals all over the world every year. Your goal is to become the best park in all categories.
284;Wolfenstein 3D;Shooter;id Software;PC;1992-05-5;https://images.igdb.com/igdb/image/upload/t_cover_big/co2604.jpg;Wolfenstein 3D is a first-person shooter presented with rudimentary 3D graphics and a follow-up to the top-down infiltration game Castle Wolfenstein. The game is broken up into levels, each of which is a flat plane divided into areas and rooms by a grid-based pattern of walls and doors, all of equal height. Each level is themed after Nazi bunkers and buildings. To finish a level, the player must traverse through the area to reach an elevator. Levels are grouped together into named episodes, with the final level focusing on a boss fight with a particularly difficult enemy. While traversing the levels, the player must fight Nazi guards and soldiers, dogs, and other enemies while managing supplies of ammunition and health.While the name was kept the same as the original release, this and future releases of the game came with the base campaign and the Nocturnal Missions expansion campaign together.
285;Railroad Tycoon II;Simulator;PopTop Software;PC;1998-06-30;https://images.igdb.com/igdb/image/upload/t_cover_big/co5xsm.jpg;Sid Meier's Railroad Tycoon is a business simulation game.Railroad Tycoon was written by game designer Sid Meier and published by MicroProse Railroad Tycoon 2 is the only game of the series that was released fr the PSX console.You try to make it to the top of the transportation industry in Railroad Tycoon II, a simulation that takes you from a wannabe to a tycoon (if your lucky!).
286;Quake II;Shooter;Hammerhead;PC;1997-12-9;https://images.igdb.com/igdb/image/upload/t_cover_big/co1ybl.jpg;Quake II is a first-person shooter video game developed by id Software and published by Activision. It is not a direct sequel to Quake, id decided to revert to an existing trademark when they were unable to agree on a new name that did not violate another company's trademark.
287;Patrician III: Rise of the Hanse;Real Time Strategy (RTS);Ascaron Entertainment;PC;2000-01-1;https://images.igdb.com/igdb/image/upload/t_cover_big/co69l9.jpg;Patrician III is a real-time trading simulation featuring elements of construction and the historical background of maritime trade in Northern Europe during the 1300's.As a resident of a medieval town, your goal is to rise from the status of a simple, insignificant trader to that of a Patrician and perhaps even become the head of the Hanseatic League. You can raise your standing through town improvement and diplomacy or fill your coffers through piracy and smuggling.
288;Operation Flashpoint: Cold War Crisis;Shooter;Codemasters;PC;2001-06-22;https://images.igdb.com/igdb/image/upload/t_cover_big/co2qw5.jpg;Bohemia Interactive's debut game published by Codemasters as Operation Flashpoint in 2001, became genre-defining combat military simulation and the No. 1 bestselling PC game around the world and has won many international awards, including “Game of The Year” and “Best Action Game”. Over 2 million copies have been sold since its release.
289;Age of Empires;Real Time Strategy (RTS);Ensemble Studios;PC;1997-10-15;https://images.igdb.com/igdb/image/upload/t_cover_big/co1zsh.jpg;Age of Empires (AoE) is a history-based real-time strategy video game developed by Ensemble Studios and published by Microsoft. The game uses the Genie, a 2D sprite-based game engine. The game allows the user to act as the leader of an ancient civilization by advancing it through four ages (the Stone, Tool, Bronze, and Iron Ages), gaining access to new and improved units with each advance.
290;Imperivm III: Great Battles of Rome;Real Time Strategy (RTS);Haemimont Games;PC;2005-05-10;https://images.igdb.com/igdb/image/upload/t_cover_big/co4ss8.jpg;"Imperivm: Great Battles of Rome is a sequel to RPG/RTS games Celtic Kings: Rage of War and Celtic Kings: The Punic Wars. The game, released in May 2005, was developed by Haemimont.The game contains various civilizations to choose from, among them are: Rome (Imperial and Republican), Egypt, Germania, Brittania, Iberia, Gaul and Carthage. It has a more elaborate hero system over its predecessor.The game focuses on tactics, troop mobility and terrain topography rather than sheer strength of numbers for winning battles. Though resources are important there is less relevance in gathering them than in other real-time battle games. Instead of sending an army of servants to mine, lumber, collect food or gather any other kind of resources these are generated at a constant rate directly proportional to the inhabitants of a population center.There are 3 player modes to choose from:Conquest: The battles involved on this game are focused on raising an empire by conquering all the known ancient world, the user can choose any of the available civilizations (see below) to do so.Rome's Greatest Battles: A good amount of effort has been dedicated to historical accuracy; not only on the graphics but on the story line of this pre-built scenarios on which the player can live Rome's defining moments, from The Battle of Zama which marked the final and decisive end of the Second Punic War to the rebellion of Marcus Antonius and Cleopatra.Custom Game: These feature is always present in modern day real time tactic and strategy games, it can be used to practice against computer opponents on custom made scenarios or to go on-line and battle against other human players"
291;Age of Empires: The Rise of Rome;Real Time Strategy (RTS);Ensemble Studios;PC;1998-10-22;https://images.igdb.com/igdb/image/upload/t_cover_big/co1xy7.jpg;Age of Empires: The Rise of Rome is an expansion pack for the real-time strategy game Age of Empires. It is based on the rise of the Roman Empire, and adds the Roman Empire and three other playable civilizations to Age of Empires.Gameplay-wise, the expansion introduced numerous interface tweaks, such as unit queuing, the ability to double click a single unit and highlight others of the same unit-type, balancing damage done by catapults, and the option to increase the population limit beyond 50 (only in multiplayer games). By installing the 1.0a update from 1999, it is also possible to use the period key to cycle through idle villagers. The Rise of Rome also features a new Roman architectural design, shared by all four new civilizations, the Romans, Palmyrans, Macedonians and Carthaginians. Four new researchable technologies have been added. Additional new features include five new units, four new random map types, and a larger map size option. Pathfinding for all units is also considerably improved. New music was composed for this expansion, which replaced the original score entirely. After the last official patch by the developer, the game's community continued the support by an own-made unofficial patch to address remaining issues and to improve compatibility with modern hardware and OSes.
292;Hotel Giant;Simulator;Enlight Software Limited;PC;2002-05-17;https://images.igdb.com/igdb/image/upload/t_cover_big/co43dc.jpg;Our Hotels. Your Rules. In Hotel Giant, you call the shots as you direct every aspect of hotel operations. You control the construction of your hotel – from site selection to building type – to personalized room features. Build up to 19 different hotel complexes, ranging from romantic get-away hotels to skyscraper business hotels to luxury 5-star hotels with exquisite spa and entertainment facilities.You’ll also get the chance to satisfy your inner voyeur by observing your guests’ every move and reacting to their feedback.
293;Sid Meier's Civilization IV;Simulator;2K Games;PC;2005-10-25;https://images.igdb.com/igdb/image/upload/t_cover_big/co1rjp.jpg;Sid Meier and Firaxis Games will take this incredibly fun and addictive game to new heights by adding new ways to play and win, new tools to manage and expand your civilization, all-new easy to use mod capabilities and intense multiplayer modes and options
294;Hidden & Dangerous;Shooter;Illusion Softworks;PC;1999-07-29;https://images.igdb.com/igdb/image/upload/t_cover_big/co5x7d.jpg;The player play four Allied commandos in operations during World War 2. Mission vary from bomb planting to hostage rescue. The player can even drive tanks and other vehicles.The player can control a soldier in FPS mode and control the rest in a tactics mode.The campaign is divided into many episodes, and each episode into missions.
